Blog	four	looking	second	k	music	until	example	want	wrong	series	re	wasn	service	needed	project	came	best	asked	much	life	things	big	had	easy	possible	right	old	support	happy	offer	team	along	love	working	following	such	data	st	years	didn	internet	million	quite	open	city	future	saw	note	take	going	where	many	photos	being	rest	around	traffic	world	favorite	her	am	having	original	tv	th	large	small	past	full	pick	via	company	learn	information	its	always	found	really	major	number	self	also	play	sometimes	set	see	movie	available	whole	community	read	recent	person	amp	d	continue	anything	into	next	link	line	posted	us	ago	results	try	video	let	great	makes	tools	process	high	doing	books	could	david	start	system	haven	face	fact	should	hope	means	stuff	edition	email	ve	site	android	less	web	five	become	problem	told	word	work	interview	after	order	office	them	network	another	john	do	away	com	photo	thanks	night	security	comments	post	months	book	people	way	update	together	change	live	december	write	remember	still	non	half	now	space	shows	care	yourself	ways	mostly	than	online	only	between	article	comes	learning	actually	these	media	real	rules	early	using	business	aren	lot	trying	month	very	learned	family	takes	history	help	soon	event	since	reason	put	american	off	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	design	used	game	popular	within	similar	doesn	e	youtube	go	does	facebook	click	products	started	control	links	software	including	him	front	keep	art	long	need	able	based	course	she	computer	written	attention	key	police	well	page	twitter	home	noticed	north	he	friends	companies	even	ever	never	call	tell	give	amazing	before	personal	better	weeks	went	side	content	isn	user	mind	seen	don	m	stop	bad	said	against	appeared	three	tiny	website	say	if	make	left	human	yes	yet	save	down	digital	daily	finally	did	run	making	may	man	maybe	talk	nbsp	group	interesting	earlier	thing	think	first	little	anyone	were	show	enough	get	nearly	morning	behind	reading	according	among	those	then	different	pay	same	money	audience	either	videos	general	again	important	u	public	search	two	share	needs	technology	coming	already	through	house	hard	idea	done	least	part	believe	build	most	find	giant	please	point	simple	simply	create	understand	talking	itself	spent	source	bit	google	often	back	use	forward	single	entire	others	later	ll	day	red	text	national	taking	almost	thought	latest	add	smart	works	actual	buy	minutes	special	under	every	school	changes	would	phone	me	times	end	over	writing	each	got	free	days	top	too	tool	took	though	watch	amazon	report	however	news	several	social	everything	christmas	check	no	when	posts	iphone	today	happened	name	turn	place	given	white	any	sure	state	come	case	myself	good	week	without	seems	blog	everyone	there	program	far	sony	list	version	known	short	might	feel	says	story	kind	nothing	his	hit	wrote	c	political	questions	customers	question	called	users	once	issues	apple	app	few	something	six	instead	looks	our	york	their	which	who	why	looked	local	words	view	stories	job	last	will	gets	other	know	january	because	lead	stay	getting	own	apps	made	happen
Coding Horror	2	4	0	3	0	3	10	23	13	0	40	5	1	2	19	2	28	5	22	11	30	8	12	9	5	27	11	2	2	3	0	5	12	12	1	4	4	0	25	8	17	4	7	12	0	4	5	2	12	12	21	16	0	15	2	7	1	19	2	12	12	5	6	0	1	5	4	5	9	5	4	6	9	3	7	14	7	17	0	12	10	21	3	4	11	18	4	1	7	63	34	0	18	2	10	2	11	15	15	3	0	4	25	2	4	8	3	28	19	5	2	2	3	8	6	9	1	9	2	4	1	6	34	6	5	10	1	7	37	7	12	6	7	3	9	4	1	5	29	0	9	0	1	32	2	12	19	58	4	6	0	4	4	0	18	36	5	9	75	36	3	3	4	8	0	5	7	15	1	4	38	3	1	10	8	3	4	26	19	18	10	11	1	5	11	26	0	10	14	0	7	1	6	12	6	1	16	6	1	7	5	14	3	2	4	2	3	0	12	4	5	8	0	7	3	4	9	5	10	10	15	7	6	18	1	5	0	11	2	0	16	20	9	1	1	2	2	1	28	2	6	2	6	0	23	16	8	6	1	8	7	3	4	3	0	13	14	8	2	2	0	32	3	3	54	15	15	1	8	2	6	12	4	19	5	2	6	6	17	12	5	0	45	32	4	16	7	2	0	9	2	5	19	80	17	3	12	3	6	2	10	0	4	4	15	6	8	10	5	2	6	0	9	5	3	24	19	16	19	19	14	10	13	42	1	1	3	38	0	3	19	11	11	1	13	2	1	4	0	5	6	11	0	9	8	12	3	7	4	1	9	5	15	13	5	3	7	11	14	6	22	20	3	6	11	9	3	17	4	13	4	2	6	9	2	7	15	13	2	5	3	5	2	12	9	0	5	0	1	3	6	4	2	5	3	3	6	1	2	2	35	9	3	21	1	27	17	15	11	3	15	7	6	2	3	11	0	6	8	1	4	1	3	4	2	8	8	0	0	49	49	5	7	15	2	26	7	11	5	3	25	11	5	6	6	2	19	3	15	0	23	22	58	2	11	0	6	5	1	1	16	10	2	7	10	8	14	0	4	2	3	3	0	5	3	11	6	2	2	2	9	16	1	7	2	41	1	40	18	50	16	0	0	11	0	2	16	10	50	3	46	23	0	37	2	1	6	11	2	11	5
ThinkProgress	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	1	0	0	0	1	2	0	0	0	0	0	0	20	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	21	0	0	3	0	0	2	0	0	0	0	2	0	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	6	0	0	5	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	3	0	7	0	0	1	0	0	0	0	0	7	0	0	0	2	3	0	0	3	0	0	0	3
blog maverick	0	2	0	0	0	0	0	0	2	0	0	3	1	0	1	0	1	1	1	0	3	1	2	0	0	1	3	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	2	2	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	1	1	2	1	0	0	0	3	0	2	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	1	0	0	2	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	2	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	1	3	2	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	1	1	0	0	0
gapingvoid: "cartoons drawn on the back of business cards"	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	1	1	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4	1	2	3	0	0	1	0	0	0	1	3	2	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	8	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	2	1	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	2	1	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	1	1	2	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	1	0	1	0
Topix Blog	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	1	1	0	0	0	3	0	3	0	0	0	0	0	0	0	2	0	1	3	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	2	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	3	1	0	0	0	2	1	3	0	0	0	1	0	0	0	6	0	3	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
How to Change the World	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
43 Folders	5	2	8	2	0	15	0	26	6	0	48	2	3	3	3	1	14	1	37	32	55	25	26	5	5	24	10	3	6	2	2	1	15	7	2	6	3	0	16	8	3	0	5	4	0	8	1	4	10	7	20	20	0	17	0	10	2	13	10	17	14	11	2	4	1	3	2	8	7	2	1	2	11	6	9	20	1	77	4	9	9	27	6	15	3	18	1	5	4	0	43	2	8	11	45	4	14	21	3	2	3	15	21	3	2	18	14	17	14	5	5	2	0	16	1	24	4	11	4	3	5	9	16	20	11	27	2	11	40	2	0	16	10	4	12	15	6	3	59	9	10	8	0	22	4	10	15	74	7	17	2	13	5	0	0	2	4	25	54	36	4	3	13	8	0	3	6	20	9	9	41	1	0	27	15	5	8	36	1	22	3	4	5	6	14	24	2	19	2	4	8	8	4	39	10	2	29	3	4	4	0	30	5	4	5	5	3	2	13	1	7	11	2	4	2	10	8	8	7	5	10	10	6	2	2	2	1	18	3	0	21	5	1	2	0	2	3	2	1	8	12	3	10	3	21	21	1	2	2	29	0	16	9	2	0	24	4	4	6	2	2	39	5	2	50	26	26	3	17	4	1	13	4	27	1	2	4	1	0	0	7	1	46	47	11	6	14	4	0	3	4	1	21	59	45	2	4	13	6	2	9	0	4	6	13	6	11	15	7	14	22	1	0	2	2	33	31	29	28	14	16	4	15	50	5	7	2	13	0	2	27	25	7	3	9	5	5	7	0	0	10	13	0	1	0	10	4	4	3	1	13	7	2	16	6	10	11	17	9	2	41	10	4	16	21	7	11	0	14	4	6	2	1	7	2	19	25	11	1	6	1	4	5	37	16	4	4	0	1	13	10	0	1	4	0	9	5	7	5	20	12	0	4	20	1	82	3	7	29	4	13	2	8	7	2	14	3	2	2	6	1	0	1	1	2	1	12	0	2	37	30	2	3	13	2	3	5	7	3	0	38	10	0	5	3	8	26	11	12	2	5	8	33	0	7	0	3	3	2	3	16	7	13	6	9	7	28	3	2	0	0	0	3	3	3	5	4	0	1	8	13	23	4	4	3	35	1	19	45	70	32	2	0	1	4	2	19	13	53	13	22	40	6	57	2	6	11	13	5	28	3
Autoblog	1	1	1	18	0	0	0	1	3	4	3	1	0	0	0	0	4	0	0	0	1	1	3	0	0	0	4	0	5	0	5	1	1	0	0	0	0	0	10	0	0	1	0	1	0	1	0	0	2	0	1	0	1	0	0	2	0	7	0	0	0	0	1	0	3	0	0	1	0	0	0	5	0	0	8	0	0	0	0	0	1	0	0	0	1	41	0	0	0	0	1	0	0	0	4	40	0	2	8	0	1	0	2	3	0	0	13	0	1	0	0	0	1	0	0	2	0	4	0	0	0	1	0	0	0	0	4	40	2	0	0	0	0	1	0	4	1	0	0	0	5	0	0	1	0	1	0	0	2	0	0	0	0	0	40	0	4	0	2	4	3	4	0	0	6	0	1	1	2	0	5	0	0	0	0	0	0	2	0	0	2	1	1	0	1	4	0	1	0	1	0	0	1	0	1	4	0	0	1	4	2	0	0	1	0	0	1	2	11	0	0	2	0	0	5	0	0	1	0	3	0	2	0	0	4	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	5	4	0	0	0	1	1	5	0	0	2	3	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	1	7	0	0	1	3	40	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	11	3	0	0	160	2	0	0	0	0	2	1	0	3	7	0	6	7	0	1	40	0	3	1	3	0	0	0	1	0	1	10	0	0	0	0	0	0	3	0	0	3	1	0	3	0	0	0	0	1	1	0	0	9	0	0	40	0	1	0	1	0	0	2	1	0	1	0	0	2	41	0	0	1	0	1	0	3	0	0	1	0	0	0	1	0	0	0	0	4	0	3	41	0	1	0	0	0	0	0	1	19	0	1	1	0	1	5	3	0	0	0	1	0	0	0	4	1	0	1	1	1	4	4	0	0	1	0	0	5	1	0	0	2	0	0	2	0	0	1	2	1	3	1	0	3	0	0	0	2	2	0	1	3	0	4	0	0	0	6	1	0	4	0	2	0	0	1	0	1	0	0	0	1	1	1	1	1	44	1	6	1	1	0	0	0	0	0	4	0	7	5	0	2	0	0	5	1	0	1	1	0	1	0
Daily Kos	7	3	4	0	0	2	7	20	4	3	22	5	0	2	2	3	7	3	21	3	5	6	21	3	2	13	6	8	4	0	3	2	1	5	3	5	0	2	12	3	2	8	5	9	3	1	1	1	6	13	5	15	0	10	5	8	3	16	0	11	4	3	2	3	2	5	1	7	5	3	2	0	2	0	14	2	5	6	5	6	2	15	1	1	2	8	0	4	1	2	3	3	2	8	9	6	2	15	6	7	1	0	31	3	0	5	6	3	9	3	0	1	5	3	1	9	4	3	3	0	1	2	9	2	4	5	1	2	8	3	0	2	0	1	3	4	3	3	6	2	14	6	7	19	0	8	16	32	7	1	1	2	10	2	2	1	4	0	30	12	0	3	5	17	5	2	4	15	4	4	19	1	5	6	0	4	0	26	0	13	9	1	8	1	7	7	15	6	7	3	1	2	3	4	4	17	9	2	6	0	4	10	1	1	3	2	3	14	9	0	4	3	5	0	4	8	5	1	4	8	14	0	2	10	1	3	1	2	7	0	13	2	2	5	0	2	6	0	0	6	5	1	8	1	9	12	2	3	3	10	0	1	1	2	6	17	1	3	8	1	2	56	5	2	15	6	2	4	4	6	1	12	0	7	4	4	4	0	2	0	6	6	15	8	8	2	17	12	3	7	2	1	7	29	18	4	3	8	7	4	11	0	23	2	20	4	5	16	8	3	5	20	8	3	1	6	15	16	5	4	29	26	5	15	2	8	3	1	6	6	10	8	2	9	3	18	3	1	0	3	2	3	12	7	1	18	3	0	0	8	3	15	20	4	3	1	5	10	16	3	21	6	3	2	3	3	3	4	2	4	4	3	0	2	0	4	10	3	0	3	3	3	4	5	18	2	0	8	2	9	1	0	4	0	0	1	1	2	7	5	7	2	6	24	2	8	9	15	17	1	5	9	6	8	14	11	1	2	2	2	0	5	5	23	2	3	3	6	0	23	30	2	0	9	3	5	3	2	3	13	16	7	26	9	5	0	9	3	5	2	1	2	44	4	5	2	7	3	3	5	12	2	1	16	4	5	41	2	1	5	14	3	0	0	4	0	8	9	0	0	5	15	4	5	3	40	7	34	17	42	9	2	9	5	1	5	4	18	36	3	32	17	8	13	4	2	5	7	0	13	4
Google Blogoscoped	0	0	1	0	0	0	0	2	1	0	5	0	6	1	0	0	4	1	4	0	1	0	3	1	1	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	2	0	1	1	1	1	2	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	2	1	2	0	0	0	1	2	0	0	0	5	0	2	0	0	1	4	0	0	0	0	2	0	0	0	2	0	0	3	1	1	0	0	1	1	1	0	0	2	0	1	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	4	1	1	4	3	0	0	0	0	1	0	0	0	0	4	0	2	0	3	0	0	1	1	0	0	1	2	0	0	3	1	0	1	1	1	0	0	0	0	0	0	4	0	0	0	1	0	0	1	1	2	0	0	1	0	2	1	0	0	0	0	4	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	2	1	1	1	2	2	0	0	2	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	1	0	4	0	1	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	4	2	0	0	2	0	0	0	0	1	0	8	3	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	7	0	0	1	0	2	0	1	1	1	0	5	0	0	0	1	0	0	3	3	2	0	1	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	1	1	0	0	3	0	0	0	0	0	3	3	0	0	0	1	0	1	0	0	0	0	4	0	28	1	3	3	0	1	0	1	2	6	3	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	1	11	4	4	1	0	1	0	3	0	2	0	1	2	0	1	3	0	0	0	0	1	1	0	0	0	0	6	4	1	1	1	0	2	0	2	0	0	3	0	0	1	1	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	2	0	4	1	0	1	0	0	4	1	2	0	0	0	3	0	4	5	5	0	0	0	0	2	0	0	0	1	0	4	2	0	5	0	0	0	0	6	2	0
Deadspin	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	2	2	3	0	0	1	1	0	0	1	0	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1	3	3	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	3	1	0	0	0	0	24	0	2	2	0	0	3	3	1	0	0	0	1	0	0	1	1	4	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	1	3	0	0	0	0	0	3	0	1	2	0	2	2	0	0	1	0	2	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	0	1	1	2	0	1	6	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	2	3	0	0	0	1	0	0	0	0	1	5	1	1	0	0	0	0	3	0	0	0	2	0	1	0	2	2	1	0	1	0	0	1	1	2	1	0	0	1	3	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	1	3	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	4	5	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	6	0	0	0	2	1	0	0	1	0	0	2	1	7	0	0	2	0	0	1	0	0	1	3	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	3	1	0	0	0	1	1	0	1	0	1	0	0	0	2	0	2	0	0	0	1	0
The Dish	1	0	0	0	0	0	1	4	1	0	3	0	0	0	1	0	3	1	1	5	0	1	5	0	0	0	7	0	2	0	0	0	1	0	1	2	0	1	4	2	0	1	1	0	1	1	0	0	3	3	2	8	0	1	0	1	0	0	1	1	5	1	0	0	1	0	0	1	1	0	0	1	1	0	3	0	1	0	1	1	1	4	0	0	0	1	0	0	2	0	1	1	0	0	0	1	1	5	2	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	1	3	1	2	2	0	2	0	1	1	3	0	0	0	3	0	0	0	1	1	1	0	1	0	4	1	3	2	0	0	0	8	1	3	2	2	2	0	1	0	0	2	0	2	8	5	0	0	0	0	5	0	0	2	0	1	2	2	1	2	1	1	0	2	0	3	2	0	1	0	0	1	0	1	0	2	1	3	1	0	1	3	2	0	3	0	0	0	0	0	2	1	0	0	1	0	1	0	2	0	1	0	1	2	0	1	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	1	0	1	0	0	1	1	0	0	2	3	1	1	0	4	0	0	0	0	0	1	0	0	2	0	0	6	2	0	1	2	0	0	0	0	0	1	1	1	0	1	1	0	2	0	1	2	3	7	2	0	0	1	0	1	0	0	1	6	0	1	1	1	3	0	3	1	1	0	1	0	1	2	1	0	0	0	0	0	1	0	0	4	0	0	6	1	1	4	1	0	1	4	2	1	3	0	1	1	4	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	2	4	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	8	3	1	0	0	2	0	2	1	1	0	0	0	0	0	2	0	0	0	6	0	1	1	0	1	1	0	2	0	2	0	0	0	0	0	0	0	2	2	1	0	0	0	1	1	3	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	4	0	0	0	1	4	1	0	0	0	3	0	0	0	2	3	1	0	1	12	0	0	0	4	0	0	1	0	1	0	0	0	0	3	0	1	0	1	2	3	9	2	5	4	0	0	3	5	0	1	3	2	0	3	1	1	3	0	0	0	2	0	1	0
